msgid,msgstr
MetaPrompt ([Original Repo](https://github.com/ngoodman/metaprompt)),MetaPrompt([原始回购](https://github.com/ngoodman/MetaPrompt)）
[Meta-Prompt](autonomous_agents/meta_prompt.ipynb): a notebook implementing Meta-Prompt in LangChain primitives,[Meta-Prompt](autonomous_agents/meta_prompt.ipynb)：在LangChain原语中实现Meta-Prompt的笔记本
AutoGPT,自动GPT
"Implementation of https://github.com/Significant-Gravitas/Auto-GPT but with LangChain primitives (LLMs, PromptTemplates, VectorStores, Embeddings, Tools)",https://github.com/significat-gravitas/Auto-GPT的实现，但使用LangChain原语（LLM、PromptTemplates、VectorStores、嵌入、工具）
Set up tools,设置工具
"We'll set up an AutoGPT with a search tool, and write-file tool, and a read-file tool",我们将设置一个带有搜索工具、写入文件工具和读取文件工具的AutoGPT
Set up memory,设置内存
The memory here is used for the agents intermediate steps,此处的内存用于代理的中间步骤
Setup model and AutoGPT,设置模型和AutoGPT
Initialize everything! We will use ChatOpenAI model,初始化一切！我们将使用ChatOpenAI模型
Run an example,运行一个示例
Here we will make it write a weather report for SF,在这里，我们将让它为旧金山写一份天气报告
AutoGPT example finding Winning Marathon Times,AutoGPT示例查找马拉松获胜次数
Implementation of https://github.com/Significant-Gravitas/Auto-GPT,https://github.com/significat-gravitas/Auto-GPT的实现
"With LangChain primitives (LLMs, PromptTemplates, VectorStores, Embeddings, Tools)",使用LangChain原语（llm、提示模板、向量存储、嵌入、工具）
"We'll set up an AutoGPT with a `search` tool, and `write-file` tool, and a `read-file` tool, a web browsing tool, and a tool to interact with a CSV file via a python REPL",我们将设置一个带有“搜索”工具、“写入文件”工具、“读取文件”工具、web浏览工具和通过python REPL与CSV文件交互的工具的AutoGPT
Define any other `tools` you want to use below:,在下面定义您想要使用的任何其他“工具”：
**Browse a web page with PlayWright**,**与剧作家一起浏览网页**
**Q&A Over a webpage**,**网页问答**
Help the model ask more directed questions of web pages to avoid cluttering its memory,帮助模型对网页提出更多有针对性的问题，以避免弄乱它的内存
`Model set-up`,“模型设置”
AutoGPT for Querying the Web,用于查询Web的AutoGPT
I've spent a lot of time over the years crawling data sources and cleaning data. Let's see if AutoGPT can help with this!,这些年来，我花了很多时间抓取数据源和清理数据。让我们看看AutoGPT是否能在这方面有所帮助！
Here is the prompt for looking up recent boston marathon times and converting them to tabular form.,以下是查找最近波士顿马拉松时间并将其转换为表格形式的提示。
Meta-Prompt,元提示符
"This is a LangChain implementation of [Meta-Prompt](https://noahgoodman.substack.com/p/meta-prompt-a-simple-self-improving), by [Noah Goodman](https://cocolab.stanford.edu/ndg), for building self-improving agents.",这是【Meta-Prompt】（https：//noahgoodman.substack.com/p/meta-prompt-a-simple-self-imprompting）的一个LangChain实现，作者是【Noah Goodman】（https：//cocolab.stanford.edu/ndg），用于构建自我改进代理。
The key idea behind Meta-Prompt is to prompt the agent to reflect on its own performance and modify its own instructions.,元提示背后的关键思想是提示代理反思自己的性能并修改自己的指令。
"![figure](https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F468217b9-96d9-47c0-a08b-dbf6b21b9f49_492x384.png)",！[图](https://substackcdn.com/image/fetch/f_auto，q_auto:good，fl_progressive:steep/https%3A%2F%2fsubstack-post-media.s 3.Amazonaws.com%2Fpublic%2Fimages%2f 468217 b 9-96 d 9-47 c 0-a 08 b-dbf 6 b 21 b 9 f 49_492 x 384.png）
figure,图形
Here is a description from the [original blog post](https://noahgoodman.substack.com/p/meta-prompt-a-simple-self-improving):,以下是[原始博客文章]的描述（https://noahgoodman.substack.com/p/meta-prompt-a-simple-self-impromping）：
The agent is a simple loop that starts with no instructions and follows these steps:,代理是一个简单的循环，开始时没有任何指令，并遵循以下步骤：
"Engage in conversation with a user, who may provide requests, instructions, or feedback.",与用户进行对话，用户可能会提供请求、指示或反馈。
"At the end of the episode, generate self-criticism and a new instruction using the meta-prompt",在这一集结束时，使用元提示产生自我批评和新的指示
Repeat.,重复一遍。
"The only fixed instructions for this system (which I call Meta-prompt) is the meta-prompt that governs revision of the agent’s instructions. The agent has no memory between episodes except for the instruction it modifies for itself each time. Despite its simplicity, this agent can learn over time and self-improve by incorporating useful details into its instructions.",这个系统唯一固定的指令（我称之为元提示）是管理代理指令修订的元提示。除了每次为自己修改的指令之外，代理在剧集之间没有记忆。尽管它很简单，但这种代理可以随着时间的推移学习，并通过将有用的细节纳入其指令来自我提高。
"We define two chains. One serves as the `Assistant`, and the other is a ""meta-chain"" that critiques the `Assistant`'s performance and modifies the instructions to the `Assistant`.",我们定义了两条链。一个充当“助手”，另一个是“元链”，它评论“助手”的表现并修改对“助手”的指令。
Specify a task and interact with the agent,指定任务并与代理交互
Chatbots,聊天机器人
[Conceptual Guide](https://docs.langchain.com/docs/use-cases/chatbots),[概念指南](https://docs.langchain.com/docs/use-cases/chatbots）
"Since language models are good at producing text, that makes them ideal for creating chatbots. Aside from the base prompts/LLMs, an important concept to know for Chatbots is `memory`. Most chat based applications rely on remembering what happened in previous interactions, which `memory` is designed to help with.",由于语言模型擅长生成文本，这使得它们非常适合创建聊天机器人。除了基本提示/LLM，聊天机器人需要知道的一个重要概念是“内存”。大多数基于聊天的应用程序依赖于记住以前互动中发生的事情，而“记忆”就是为了帮助记住这些事情而设计的。
